ID,Address,Name,Latitude,Longitude,Radius,Tags,Notes,Type,External IDs
276885598,"1419 WALKER AVE, LIVE OAK, 32064",SUWANNEE INTERMEDIATE S,30.283689,-82.995208,250,Freedom Fresh,,Normal Geofence,
276885599,"1730 WALKER ST, LIVEOAK, 32064",SUWANNEE MIDDLE SCHOOL,30.294946,-82.98402,250,Freedom Fresh,,Normal Geofence,
276885600,"1625 S WALKER AVE, LIVE OAK, 32064",SUWANNEE PRIMARY SCHOOL,30.280611,-82.993727,250,Freedom Fresh,,Normal Geofence,
276885601,"2100 PEDRICK ROSD, TALLAHASSEE, 32311",SWIFT CREEK MIDDLE SCH,30.446166,-84.183654,250,Freedom Fresh,,Normal Geofence,
276885602,"5701 NW 43 STR, GAINESVILLE, 32653",TALBOT WM S ELEMENTARY,29.70732,-82.386297,250,Freedom Fresh,,Normal Geofence,
276885603,"3434 N MONROE, TALLAHASSEE, 32303",TALL SCH OF MATH & SCIENC,30.490684,-84.324762,250,Freedom Fresh,,Normal Geofence,
276883710,"5115 ANZIO ST, ORLANDO, FL, 32819",TANGELO PARK ELEMENTARY,28.457648,-81.449442,250,Freedom Fresh,,Normal Geofence,
276885604,"1600 E GREEN ST, PERRY, 32347",TAYLOR COUNTY ELEMENTAR,30.119337,-83.563904,250,Freedom Fresh,,Normal Geofence,
276885605,"900 JOHNSON-STRIPLING RD, PERRY, 32347",TAYLOR COUNTY HIGH SCHO,30.126031,-83.573835,250,Freedom Fresh,,Normal Geofence,
276885606,"601 E LAFAYETTE ST, PERRY, 32347",TAYLOR COUNTY MIDDLE SC,30.120912,-83.572961,250,Freedom Fresh,,Normal Geofence,
276885607,"1000 HOWARD ST, PERRY, 32347",TAYLOR COUNTY PRIMARY S,30.120511,-83.565109,250,Freedom Fresh,,Normal Geofence,
276885608,"301 NW 62 ST, GAINESVILLE, 32607","TERWILLIGER,MYRA ELEMENTA",29.655156,-82.407235,250,Freedom Fresh,,Normal Geofence,
276885610,"1239 NW 4TH ST, OCALA, 34475",THELMA PARKER SCHOOL,29.190734,-82.150171,250,Freedom Fresh,,Normal Geofence,
276883711,"601 THORNEBROOKE RD, OCOEE, FL, 34761",THORNEBROOKE ELEMENTARY,28.524448,-81.535065,250,Freedom Fresh,,Normal Geofence,
276883712,"4001 S GOLDENROD RD, ORLANDO, FL, 32822",THREE POINTS ELEMENTARY,28.49111,-81.283139,250,Freedom Fresh,,Normal Geofence,
276883714,"1221 BRICK RD, WINTER GARDEN, FL, 34787",TILDENVILLE ELEMENTARY,28.558056,-81.606617,250,Freedom Fresh,,Normal Geofence,
276883715,"1001 AVALON PARK BLVD, ORLANDO, FL, 32828",TIMBER CREEK HIGH,28.527032,-81.148044,250,Freedom Fresh,,Normal Geofence,
276883716,"2149 CROWN HILL BLVD, ORLANDO, FL, 32828",TIMBER LAKES ELEMENTARY,28.526339,-81.153211,250,Freedom Fresh,,Normal Geofence,
276883717,"16001 TIMBER PARK LANE, ORLANDO, FL, 32828",TIMBER SPRINGS MIDDLE,28.533755,-81.138055,250,Freedom Fresh,,Normal Geofence,
276885611,"555 PINE TREE LN, SAINT AUGUSTINE, 32092",TIMBERLIN CREEK ELEMENT,30.042032,-81.565813,250,Freedom Fresh,,Normal Geofence,
276885612,"1350 SW STATE RD 26, TRENTON, 32693",TRENTON ELEMENTARY SCHO,29.612736,-82.830639,250,Freedom Fresh,,Normal Geofence,
276885613,"1013 N MAIN ST, TRENTON, 32693",TRENTON HIGH SCHOOL,29.619358,-82.822795,250,Freedom Fresh,,Normal Geofence,
276885614,"855 TIMBERWOLF TRAIL, STAUGUSTINE, 32095",TROUT CREEK ACADEMY,30.017738,-81.578429,250,Freedom Fresh,,Normal Geofence,
276883718,"1600 N DEAN RD, ORLANDO, FL, 32825",UNION PARK ELEMENTARY,28.567394,-81.245955,250,Freedom Fresh,,Normal Geofence,
276883719,"1844 WESTFALL DR, ORLANDO, FL, 32817",UNION PARK MIDDLE,28.571399,-81.250127,250,Freedom Fresh,,Normal Geofence,
276883720,"2450 COUGAR WAY, ORLANDO, FL, 32817",UNIVERSITY HIGH - Orlando,28.577951,-81.21559,250,Freedom Fresh,,Normal Geofence,
276885615,"105 GREENLEAF DR, PONTE VEDRA, 32081",VALLEY RIDGE K-8,30.098713,-81.452905,250,Freedom Fresh,,Normal Geofence,
276885616,"7 NW 28TH ST, OCALA, 34475",VANGUARD HIGH,29.21717,-82.137154,250,Freedom Fresh,,Normal Geofence,
276883721,"4400 WOODGATE BLVD, ORLANDO, FL, 32822",VENTURA ELEMENTARY,28.500032,-81.297681,250,Freedom Fresh,,Normal Geofence,
276883722,"12253 LAKE NONA GATEWAY RD, ORLANDO, FL, 32827",VILLAGE PARK ELEMENTARY,28.387056,-81.275135,250,Freedom Fresh,,Normal Geofence,
276883723,"6050 LAKE CHAMPLAIN DR, ORLANDO, FL, 32829",VISTA LAKES ELEMENTARY,28.474326,-81.271711,250,Freedom Fresh,,Normal Geofence,
276883724,"6900 MARKET PLACE, ORLANDO, FL, 32822",VISTA POINTE ELEMENTARY,28.471517,-81.286755,250,Freedom Fresh,,Normal Geofence,
276885617,"260 CACIQUE DR, ST AUGUSTINE, 32086",W.D. HARTLEY ELEM.,29.789533,-81.310715,250,Freedom Fresh,,Normal Geofence,
276883725,"150 AMIDON LANE, ORLANDO, FL, 32809",WALKER MIDDLE,28.460454,-81.377271,250,Freedom Fresh,,Normal Geofence,
276885618,"537 SE 36TH AVE, OCALA, 34471",WARD-HIGHLANDS ELEMENTA,29.18195,-82.085714,250,Freedom Fresh,,Normal Geofence,
276885619,"6555 SR 16, SAINT AUGUSTINE, 32092",WARDS CREEK ELEMENTARY,29.972111,-81.523164,250,Freedom Fresh,,Normal Geofence,
276883726,"944 W LAKE MANN DR, ORLANDO, FL, 32805",WASHINGTON SHORES ELEMENTARY,28.529363,-81.422656,250,Freedom Fresh,,Normal Geofence,
276883727,"2500 BRUTON BLVD, ORLANDO, FL, 32805",WASHINGTON SHORES LEARNING CENTER,28.514696,-81.42779,250,Freedom Fresh,,Normal Geofence,
276883728,"16000 WATER SPRING BOULEVARD, WINTER GARDEN, FL, 34787",WATER SPRING ELEMENTARY,28.402807,-81.647382,250,Freedom Fresh,,Normal Geofence,
276883729,"17000 WATER SPRING BLVD, WINTER GARDEN, FL, 34787",WATER SPRING MIDDLE,28.403338,-81.650486,250,Freedom Fresh,,Normal Geofence,
276883730,"11100 GALVIN DR, ORLANDO, FL, 32837",WATERBRIDGE ELEMENTARY,28.407369,-81.41705,250,Freedom Fresh,,Normal Geofence,
276883731,"12950 LAKE UNDERHILL RD, ORLANDO, FL, 32828",WATERFORD ELEMENTARY,28.542572,-81.196085,250,Freedom Fresh,,Normal Geofence,
276885620,"6711 NORTH HIGHWAY 41, APOLLO BEACH, 33572",WATERSET CHARTER SCHOOL,27.75806,-82.402306,250,Freedom Fresh,,Normal Geofence,
276885621,"420 N ORANGE ST, ST AUGUSTINE, 32095",WEBSTER ELEM (ST.AUGUST),29.892503,-81.347585,250,Freedom Fresh,,Normal Geofence,
276883732,"3835 BANCROFT BLVD, ORLANDO, FL, 32833",WEDGEFIELD K-8,28.489784,-81.072249,250,Freedom Fresh,,Normal Geofence,
276883735,"2501 N HIAWASSEE RD, APOPKA, FL, 32703",WEKIVA HIGH,28.576557,-81.476083,250,Freedom Fresh,,Normal Geofence,
276883736,"5056 TACON DR, ORLANDO, FL, 32818",WEST CREEK ELEMENTARY,28.357482,-81.457134,250,Freedom Fresh,,Normal Geofence,
276883737,"905 DORSCHER RD, ORLANDO, FL, 32818",WEST OAKS ELEMENTARY,28.556944,-81.48253,250,Freedom Fresh,,Normal Geofence,
276883738,"1625 S BEULAH RD, WINTER GARDEN, FL, 34787",WEST ORANGE HIGH,28.545127,-81.56838,250,Freedom Fresh,,Normal Geofence,
276885622,"3733 SW 80TH AVE, OCALA, 34481",WEST PORT HIGH,29.153517,-82.250045,250,Freedom Fresh,,Normal Geofence,
276883739,"500 TOMYN BLVD, OCOEE, FL, 34761",WESTBROOKE ELEMENTARY,28.539496,-81.53626,250,Freedom Fresh,,Normal Geofence,
276883740,"7525 WESTPOINTE BLVD, ORLANDO, FL, 32835",WESTPOINTE ELEMENTARY,28.520013,-81.493753,250,Freedom Fresh,,Normal Geofence,
276883741,"3800 W OAK RIDGE RD, ORLANDO, FL, 32809",WESTRIDGE MIDDLE,28.47082,-81.421301,250,Freedom Fresh,,Normal Geofence,
276885368,"1956 SW COUNTY RD 252B, LAKE CITY, 32024",WESTSIDE ELEMENTARY - Lake City,30.152561,-82.699292,250,Freedom Fresh,,Normal Geofence,
276885624,"3215 NW 15 AVE, GAINESVILLE, 32605",WESTWOOD MIDDLE,29.664079,-82.370277,250,Freedom Fresh,,Normal Geofence,
276883742,"701 E WETHERBEE RD, ORLANDO, FL, 32824",WETHERBEE ELEMENTARY,28.39231,-81.388911,250,Freedom Fresh,,Normal Geofence,
276883743,"15300 WEST STONEYBROOK PKWY, WINTER GARDEN, FL, 34787",WHISPERING OAK ELEMENTARY,28.514441,-81.612828,250,Freedom Fresh,,Normal Geofence,
276885625,"4601 SW 75 ST, GAINESVILLE, 32608","WILES,KIMBALL ELEMENTARY",29.611159,-82.419165,250,Freedom Fresh,,Normal Geofence,
276885626,"1245 SE 7 AVE, GAINESVILLE, 32641",WILLIAMS JOSEPH ELEMENTAR,29.644986,-82.308702,250,Freedom Fresh,,Normal Geofence,
276885627,"801 S MAIN ST, WILLISTON, 32696",WILLISTON ELEM SCHOOL,29.375827,-82.446163,250,Freedom Fresh,,Normal Geofence,
276885628,"350 SW 12TH AVE, WILLISTON, 32696",WILLISTON MIDDLE/HIGH S,29.370137,-82.450761,250,Freedom Fresh,,Normal Geofence,
276883744,"11125 PARK AVE, WINDERMERE, FL, 34786",WINDERMERE ELEMENTARY,28.507911,-81.544161,250,Freedom Fresh,,Normal Geofence,
276883745,"5523 WINTER GARDEN VINELAND RD, WINDERMERE, FL, 34786",WINDERMERE HIGH,28.482797,-81.581837,250,Freedom Fresh,,Normal Geofence,
276883746,"3900 BEECH TREE DR, ORLANDO, FL, 32835",WINDY RIDGE K-8,28.503427,-81.498259,250,Freedom Fresh,,Normal Geofence,
276883747,"7055 WINEGARD RD, ORLANDO, FL, 32809",WINEGARD ELEMENTARY,28.453953,-81.381764,250,Freedom Fresh,,Normal Geofence,
276883748,"528 HUNTINGTON AVE, WINTER PARK, FL, 32789",WINTER PARK 9TH,28.589627,-81.356364,250,Freedom Fresh,,Normal Geofence,
276883749,"2100 SUMMERFIELD RD, WINTER PARK, FL, 32792",WINTER PARK HIGH,28.584922,-81.323067,250,Freedom Fresh,,Normal Geofence,
276883750,"1771 W PONKAN RD, APOPKA, FL, 32712",WOLF LAKE ELEMENTARY,28.730484,-81.54472,250,Freedom Fresh,,Normal Geofence,
276883751,"1725 W PONKAN RD, APOPKA, FL, 32712",WOLF LAKE MIDDLE,28.729568,-81.541702,250,Freedom Fresh,,Normal Geofence,
276885629,"9373 WOODVILLE HWY, WOODVILLE, 32362",WOODVILLE ELEMENTARY SCHO,30.313464,-84.245989,250,Freedom Fresh,,Normal Geofence,
276883752,"14360 WYNDHAM LAKE BLVD, ORLANDO, FL, 32824",WYNDHAM LAKES ELEMENTARY,28.354999,-81.348941,250,Freedom Fresh,,Normal Geofence,
276885630,"511 NE 12TH AVE, OCALA, 34470",WYOMINA PARK ELEMENTARY,29.191991,-82.122811,250,Freedom Fresh,,Normal Geofence,
276885631,"4500 HIGHWAY 40 WEST, YANKEETOWN, 34498",YANKEETOWN SCHOOL,29.038887,-82.690826,250,Freedom Fresh,,Normal Geofence,
276883753,"3551 WASHINGTON ST, ZELLWOOD, FL, 32798",ZELLWOOD ELEMENTARY,28.73527,-81.601225,250,Freedom Fresh,,Normal Geofence,
258015297,"7930 Woodland Center Blvd, Tampa, FL 33614",CVS Specialty CC,28.019052,-82.525317,250,Tampa Transportation ,# 500,Normal Geofence,
258015298,"E, 6422 Harney Rd, Tampa, FL 33610",Tampa Warehouse,28.001891,-82.384277,250,Tampa Transportation ,,Normal Geofence,
258015299,"4995 Addison Cir, Addison, TX 75001",ADDISON SUSHI/DANIEL J,32.961717,-96.826285,250,,,Normal Geofence,
258015300,"1900 N Josey Ln bldg 1, Carrollton, TX 75006",Akzo Nobel Paints LLC,32.964923,-96.889662,250,,C.H. Robinson,Normal Geofence,
258013406,"42630 FL 19, ALTOONA, FL, 32702",ALTOONA,28.969834,-81.646822,250,Freedom Fresh,Driver License Required   Call front office upon delivery,Normal Geofence,
258013408,"5905 E 130TH AVE , TAMPA, FL, 33617",AMERICAN YOUTH ACADEMY,28.064372,-82.390336,250,Freedom Fresh,0,Normal Geofence,
258015301,"5274 MONAHANS AVE,FT WORTH,TX 76107",AMORINO-CLEARFORK,32.709844,-97.401216,250,Dallas Tansportation ,,Normal Geofence,
258015302,"7700 WINDROSE AVE,PLANO,TX 75024",AMORINO-LEGACY WEST,33.081946,-96.825864,250,Dallas Tansportation ,,Normal Geofence,
258015303,"8413 PRESTON CENTER,DALLAS,TX 75225",AMORINO-PRESTON CTR,32.864601,-96.803158,250,Dallas Tansportation ,,Normal Geofence,
258015304,"6025 Royal Ln, Dallas, TX 75230",ANCHOR BAR PRESTON,32.895223,-96.80274,250,,,Normal Geofence,
258013409,"3011 S Fiske Blvd, Rockledge, FL 32955",ANDERSEN ELEMENTARY,28.309195,-80.744127,250,,,Normal Geofence,
258015306,"721 Hebron Pkwy, Lewisville, TX 75057",AZUZA SUSHI AND IZAKAYA,33.010183,-96.969386,250,,,Normal Geofence,
258013417,"912 18TH ST WEST, BRADENTON,FL,34205",BALLARD ELEMENTARY,27.491087,-82.580285,250,Freedom Fresh,,Normal Geofence,
258013418,"8900 GREENBRIAR DR, SEMINOLE,FL,33777",BARDMOOR ELEMENTARY,27.836888,-82.765396,250,Freedom Fresh,,Normal Geofence,
258013419,"5925 VILLAGE CENTER DR, LITHIA,FL,33547",BARRINGTON MIDDLE SCHOOL,27.848294,-82.256804,250,Freedom Fresh,,Normal Geofence,
258013420,"590 S WILSON AVE, BARTOW,FL,33830",BARTOW ELEMENTARY,27.892812,-81.840557,250,Freedom Fresh,,Normal Geofence,
258013421,"550 EAST CLOWER ST, BARTOW,FL,33830",BARTOW MIDDLE SCHOOL,27.879441,-81.840302,250,Freedom Fresh,,Normal Geofence,
258013422,"1270 S BRDWAY, BARTOW,FL,33830",BARTOW SENIOR HIGH,27.88375,-81.842598,250,Freedom Fresh,,Normal Geofence,
258013423,"3515 MORGAN JOHNSON RD, BRADENTON,FL,34208",BASHAW ELEMENTARY,27.46832,-82.48712,250,Freedom Fresh,,Normal Geofence,
258013424,"317 MULLALLY ST, DAYTONA BEACH,FL,32114",BASILICA SCHOOL OF SAINT PAUL,29.217529,-81.026941,250,Freedom Fresh,,Normal Geofence,
258013425,"12755 86TH AVE N, SEMINOLE,FL,33776",BAUDER ELEMENTARY,27.852826,-82.814753,250,Freedom Fresh,,Normal Geofence,
258013426,"4925 WEBB RD, TAMPA,FL,33615",BAY CREST,27.992514,-82.57413,250,Freedom Fresh,,Normal Geofence,
258013427,"2901 WEST TAMIAMI CIRCLE, SARASOTA,FL,34234",BAY HAVEN SCHOOL OF BASICS PLUS,27.362819,-82.55105,250,Freedom Fresh,,Normal Geofence,
258013430,"5800 22ND ST S, ST PETERSBURG,FL,33712",BAY POINT ELEMENTARY,27.715804,-82.662723,250,Freedom Fresh,,Normal Geofence,
258013431,"2151 62ND AVE S, ST PETERSBURG,FL,33712",BAY POINT MIDDLE,27.713693,-82.661029,250,Freedom Fresh,,Normal Geofence,
258013432,"5900 9TH ST S, ST PETERSBURG,FL,33705",BAY VISTA FUNDAMENTAL ELEMENTARY,27.714682,-82.646038,250,Freedom Fresh,,Normal Geofence,
258013433,"11125 LITTLE RD, NEW PORT RICHEY,FL,34654",BAYONET POINT MIDDLE SCHOOL,28.319374,-82.667802,250,Freedom Fresh,,Normal Geofence,
258013434,"6120 26TH ST WEST, BRADENTON,FL,34207",BAYSHORE ELEMENTARY,27.432148,-82.589537,250,Freedom Fresh,,Normal Geofence,
258013435,"5401 34TH ST W, BRADENTON,FL,34210",BAYSHORE HIGH,27.444584,-82.594068,250,Freedom Fresh,,Normal Geofence,
258013436,"896 UNION ST, DUNEDIN,FL,34698",BAYSIDE HIGH - Dunedin,27.997373,-82.775619,250,Freedom Fresh,,Normal Geofence,
258013437,"1901 DEGROODT RD SW, PALM BAY,FL,32908",BAYSIDE HIGH - Palm Bay,27.951075,-80.675781,250,Freedom Fresh,,Normal Geofence,
258013438,"1265 GRANDVIEW AVE, DAYTONA BEACH,FL,32118",BEACHSIDE ELEMENTARY,29.247052,-81.024108,250,Freedom Fresh,,Normal Geofence,
258013440,"350 61ST ST S, ST PETERSBURG,FL,33707",BEAR CREEK ELEMENTARY,27.767272,-82.717782,250,Freedom Fresh,,Normal Geofence,
258013441,"3399 GLEAVES COURT, APOPKA,FL,32703",BEAR LAKE ELEMENTARY,28.666132,-81.449528,250,Freedom Fresh,,Normal Geofence,
258015307,"2301 N Central Expy, Plano, TX 75075",BEARD PAPA'S PLANO,33.030971,-96.708961,250,Freedom Fresh,,Normal Geofence,
258013442,"1839 S BELCHER RD, CLEARWATER,FL,33764",BELCHER ELEMENTARY,27.929574,-82.745011,250,Freedom Fresh,,Normal Geofence,
258013443,"201 BELLA CITTA BLVD, DAVENPORT,FL,33837",BELLA CITTA ELEMENTARY,28.275942,-81.65792,250,Freedom Fresh,,Normal Geofence,
258013444,"3651 PLEASANT HILL RD, KISSIMMEE,FL,34746",BELLALAGO CHARTER ACADEMY,28.186026,-81.437298,250,Freedom Fresh,,Normal Geofence,
258013445,"3651 PLEASANT HILL RD, KISSIMMEE,FL,34746",BELLALAGO MIDDLE SCHOOL,28.186026,-81.437298,250,Freedom Fresh,,Normal Geofence,
258013446,"9720 WILSKY BOULEVARD, TAMPA,FL,33615",BELLAMY,28.036118,-82.56835,250,Freedom Fresh,,Normal Geofence,
258013447,"1156 LAKEVIEW RD, CLEARWATER,FL,33756",BELLEAIR ELEMENTARY,27.951168,-82.788844,250,Freedom Fresh,,Normal Geofence,
258013448,"14150 GATE DANCER RD, SUN CITY CENTER,FL,33573",BELMONT SCHOOL,27.772228,-82.345291,250,Freedom Fresh,,Normal Geofence,
258013450,"501 MCCLOUD RD, FROSTPROOF,FL,33843","BEN HILL GRIFFIN, JR. ELEMENTARY",27.765294,-81.53625,250,Freedom Fresh,,Normal Geofence,
258015308,"1818 E Pioneer Pkwy, Arlington, TX 76010",BEN THANH CENTRAL MARKET,32.707815,-97.082104,250,Freedom Fresh,,Normal Geofence,
258015309,"7775 Banner Dr, Dallas, TX 75251",BENIHANA OF TOKYO,32.921638,-96.772957,250,Freedom Fresh,,Normal Geofence,
258013451,"10101 CROSS CREEK BOULEVARD, TAMPA,FL,33647",BENITO MIDDLE SCHOOL,28.140911,-82.3234,250,Freedom Fresh,,Normal Geofence,
258013453,"2190 S Oregon Ave, Sanford, FL 32771",Bentley Elementary School,28.794359,-81.328878,250,Freedom Fresh,,Normal Geofence,
258013454,"5316 BERKLEY RD, AUBURNDALE,FL,33823-8493",BERKLEY ACCELERATED MIDDLE,28.142024,-81.821183,250,Freedom Fresh,,Normal Geofence,
258013455,"5240 Berkley Rd, Auburndale, FL 33823",BERKLEY CHARTER,28.140447,-81.820245,250,Freedom Fresh,,Normal Geofence,
258013456,"5240 BERKLEY RD, AUBURNDALE,FL,33823-8491",BERKLEY CHARTER SCHOOL,28.140447,-81.820245,250,Freedom Fresh,,Normal Geofence,
258013457,"900 AVE F, HAINES CITY,FL,33844",BETHUNE ACADEMY,28.122555,-81.624476,250,Freedom Fresh,,Normal Geofence,
258013458,"1108 W GRIFFIN RD, LEESBURG,FL,34748",BEVERLY SHORES ELEMENTARY,28.830567,-81.88289,250,Freedom Fresh,,Normal Geofence,
258013459,"5720 OSPREY RIDGE DR, LITHIA,FL,33547",BEVIS,27.849586,-82.232157,250,Freedom Fresh,,Normal Geofence,
258013460,"4380 BALLANTRAE BLVD, LAND O'LAKES,FL,34638",BEXLEY ELEMENTARY SCHOOL,28.218588,-82.522668,250,Freedom Fresh,,Normal Geofence,
258013461,"6409 36TH AVE SOUTH, TAMPA,FL,33619",BING,27.914649,-82.382241,250,Freedom Fresh,,Normal Geofence,
258013462,"3904 17TH ST EAST, PALMETTO,FL,34221",BLACKBURN ELEMENTARY,27.531035,-82.525039,250,Freedom Fresh,,Normal Geofence,
258013463,"510 HARTSELL AVE, LAKELAND,FL,33815",BLAKE ACADEMY,28.03863,-81.966309,250,Freedom Fresh,,Normal Geofence,
258013464,"1701 NORTH BOULEVARD, TAMPA,FL,33607",BLAKE HIGH SCHOOL,27.958497,-82.465972,250,Freedom Fresh,,Normal Geofence,
258013465,"2500 S MILLS AVE, ORLANDO,FL,32806",BLANKNER K-8,28.514744,-81.364922,250,Freedom Fresh,,Normal Geofence,
258013466,"6400 54TH AVE N, ST PETERSBURG,FL,33709",BLANTION ELEMENTARY,27.820569,-82.724978,250,Freedom Fresh,,Normal Geofence,
258013467,"1700 EAST BLOOMINGDALE AVE, VALRICO,FL,33596",BLOOMINGDALE HIGH SCHOOL,27.897718,-82.254806,250,Freedom Fresh,,Normal Geofence,
258013468,"282 NORTH BLUE LAKE AVE, DELAND,FL,32724",BLUE LAKE ELEMENTARY SCHOOL,29.035678,-81.274756,250,Freedom Fresh,,Normal Geofence,
258015310,"5289 Marathon Ave, Fort Worth, TX 76109",BLUE SUSHI SAKE PLANK FW,32.70848,-97.401028,250,,,Normal Geofence,
258015311,"1301 E Debbie Ln #110, Mansfield, TX 76063",BOBS CHICKEN AND SEAFOOD,32.607064,-97.118293,250,,,Normal Geofence,
258015312,"4300 LEMMON AVE,DALLAS,TX 75219",BOBS STEAK AND CHOP-Dallas,32.817167,-96.811126,250,Dallas Tansportation ,,Normal Geofence,
258015313,"1255 S MAIN ST,GRAPEVINE,TX 76051",BOBS STEAK AND CHOP-Grapevine,32.926088,-97.077672,250,Dallas Tansportation ,,Normal Geofence,
258015314,"7220 TEXAS 121 ,MCKINNEY,TX 75070",BOBS STEAK AND CHOP-McKinney,33.136549,-96.705445,250,Dallas Tansportation ,,Normal Geofence,
258015315,"5760 LEGACY DR SUITE B-1,PLANO,TX 75024",BOBS STEAK AND CHOP-Plano,33.077402,-96.82032,250,Dallas Tansportation ,,Normal Geofence,
258013469,"924 58TH ST S, GULFPORT,FL,33707",BOCA CIEGA HIGH,27.761333,-82.709759,250,Freedom Fresh,,Normal Geofence,
258013470,"810 FLORIDA PKWY, KISSIMMEE,FL,34741",BOGGY CREEK ELEMENTARY SCHOOL,28.328308,-81.362378,250,Freedom Fresh,,Normal Geofence,
258013471,"13901 HIGHWAY 27, LAKE WALES, FL, 33859",BOK ACADEMY,27.82362,-81.592749,250,Freedom Fresh,No clearance needed - Drivers to have DL,Normal Geofence,
258015316,"6505 W Park Blvd #314, Plano, TX 75093",BOLS,33.027816,-96.840774,250,,,Normal Geofence,
258013473,"3201 NORTH ORANGE AVE, SARASOTA,FL,34234",BOOKER HIGH SCHOOL,27.364474,-82.540428,250,Freedom Fresh,,Normal Geofence,
258013474,"2250 MYRTLE ST, SARASOTA,FL,34234",BOOKER MIDDLE SCHOOL,27.367854,-82.524598,250,Freedom Fresh,,Normal Geofence,
258013477,"225 SOUTH 22ND ST, HAINES CITY,FL,33844",BOONE MIDDLE SCHOOL,28.100955,-81.612633,250,Freedom Fresh,,Normal Geofence,
258013478,"2820 K-VILLE AVE, AUBURNDALE,FL,33823",BOSWELL ELEMENTARY,28.03594,-81.826193,250,Freedom Fresh,,Normal Geofence,
258013479,"13609 NORTH 22ND ST, TAMPA,FL,33613",BOWERS-WHITLEY,28.070676,-82.432017,250,Freedom Fresh,,Normal Geofence,
258013480,"4530 Church Ave, Bowling Green, FL 33834",BOWLING GREEN ELEMENTARY,27.635689,-81.821117,250,Freedom Fresh,,Normal Geofence,
258013481,"10141 SEDGEBROOK DR, RIVERVIEW,FL,33569",BOYETTE SPRINGS,27.848065,-82.280965,250,Freedom Fresh,,Normal Geofence,
258013482,"6125 RIVER CLUB BLVD, BRADENTON,FL,34202",BRADEN RIVER ELEMENTARY,27.430336,-82.434551,250,Freedom Fresh,,Normal Geofence,
258013484,"6545 SR 70 EAST, BRADENTON,FL,34203",BRADEN RIVER HIGH,27.450732,-82.4794,250,Freedom Fresh,,Normal Geofence,
258013485,"6215 RIVER CLUB BLVD, BRADENTON,FL,34202",BRADEN RIVER MIDDLE SCHOOL,27.429305,-82.43543,250,Freedom Fresh,,Normal Geofence,
258013486,"1101 VICTORIA ST, BRANDON,FL,33510",BRANDON HIGH SCHOOL,27.942355,-82.300132,250,Freedom Fresh,,Normal Geofence,
258013487,"2500 VINSON AVE, SARASOTA,FL,34232",BRENTWOOD ELEMENTARY,27.310666,-82.473155,250,Freedom Fresh,,Normal Geofence,
258013488,"2700 JUDGE FRAN JAMISON WAY, VIERA,FL,32940",BREVARD COUNTY FOOD SERVICE,28.248226,-80.736621,250,Freedom Fresh,,Normal Geofence,
258013489,"5225 DEWITT AVE, COCOA,FL,32927",BREVARD REGNL JUVENILE DET,28.44945,-80.784368,250,Freedom Fresh,,Normal Geofence,
258013491,"601 AV C SE, WINTER HAVEN,FL,33880",BRIGHAM ACADEMY,28.019631,-81.717841,250,Freedom Fresh,,Normal Geofence,
258013492,"812 DEWOLF RD, BRANDON,FL,33511",BROOKER,27.91783,-82.272184,250,Freedom Fresh,,Normal Geofence,
258013493,"3130 FORELOCK RD, TARPON SPRINGS,FL,34688",BROOKER CREEK ELEMENTARY,28.135712,-82.694094,250,Freedom Fresh,,Normal Geofence,
258013495,"3636 SOUTH SHADE AVE, SARASOTA,FL,34239",BROOKSIDE MIDDLE,27.300606,-82.524672,250,Freedom Fresh,,Normal Geofence,
258013496,"901 7TH AVE SOUTH, ST PETERSBURG,FL,33705","BROOKWOOD FLORIDA, INC.",27.763316,-82.64707,250,Freedom Fresh,,Normal Geofence,
258013497,"400 WEST OSBORNE AVE, TAMPA,FL,33603",BROWARD,27.988368,-82.464173,250,Freedom Fresh,,Normal Geofence,
258013498,"2006 WEST OAK AVE, PLANT CITY,FL,33563","BRYAN, PC",28.016852,-82.143927,250,Freedom Fresh,,Normal Geofence,
258013499,"13910 NINE EAGLES RD, TAMPA,FL,33626",BRYANT,28.072581,-82.632392,250,Freedom Fresh,,Normal Geofence,
258013500,"1001 WEST BEARSS AVE, TAMPA,FL,33613",BUCHANAN MIDDLE SCHOOL,28.088547,-82.468879,250,Freedom Fresh,,Normal Geofence,
258013501,"2420 BUCKHORN SCHOOL COURT, VALRICO,FL,33594",BUCKHORN,27.914486,-82.241437,250,Freedom Fresh,,Normal Geofence,
258013502,"7320 69TH ST, BRADENTON,FL,34221",BUFFALO CREEK MIDDLE SCHOOL,27.576532,-82.488844,250,Freedom Fresh,,Normal Geofence,
258015317,"2010 N Plano Rd, Richardson, TX 75082",BULLDOG KATSU,32.975961,-96.698443,250,Freedom Fresh,,Normal Geofence,
258013503,"1010 NORTH KINGSWAY RD, SEFFNER,FL,33584",BURNETT MIDDLE SCHOOL,28.007549,-82.27985,250,Freedom Fresh,,Normal Geofence,
258013504,"615 BROOKER RD, BRANDON,FL,33511",BURNS MIDDLE SCHOOL,27.907153,-82.273641,250,Freedom Fresh,,Normal Geofence,
258013505,"160 RIDGE RD, OAK HILL, FL, 32759",BURNS SCIENCE & TECHNOLOGY,28.862136,-80.848907,250,Freedom Fresh,Only DL Required,Normal Geofence,
